id_prod,monto_venta,region
530,410.41,Sur
531,662.17,Sur
532,637.19,Sur
533,539.88,Este
534,739.5,Centro
535,381.31,Este
536,665.03,Sur
537,156.02,Sur
538,677.85,Oeste
539,602.96,Norte
540,477.56,Sur
541,537.09,Norte
542,345.58,Centro
543,558.37,Centro
544,629.75,Norte
545,319.51,Oeste
546,549.42,Norte
547,723.45,Este
548,417.06,Norte
549,419.78,Sur
550,319.15,Centro
551,491.23,Centro
552,768.25,Sur
553,495.76,Oeste
554,427.39,Centro
555,327.34,Norte
556,573.93,Norte
557,534.8,Centro
558,641.23,Este
559,432.43,Sur
560,369.53,Norte
561,768.43,Norte
562,542.48,Sur
563,425.99,Sur
564,572.73,Norte
565,401.54,Este
566,461.77,Norte
567,718.61,Este
568,544.24,Oeste
569,368.12,Oeste
570,387.48,Centro
571,519.45,Este
572,311.15,Centro
573,270.62,Este
574,828.57,Norte
575,633.64,Norte
576,457.01,Oeste
577,460.54,Oeste
578,325.12,Oeste
579,706.16,Norte
580,567.83,Este
581,707.17,Oeste
582,477.25,Norte
583,288.93,Sur
584,622.69,Norte
585,472.79,Este
586,343.53,Este
587,439.42,Centro
588,392.64,Este
589,469.88,Centro
590,733.46,Centro
591,449.6,Este
592,262.12,Oeste
593,257.06,Oeste
594,331.77,Norte
595,143.79,Sur
596,554.73,Centro
597,513.42,Centro
598,683.75,Oeste
599,450.34,Centro
600,389.87,Centro
601,295.9,Norte
602,655.59,Este
603,425.35,Norte
604,515.02,Centro
605,515.86,Este
606,348.99,Norte
607,358.55,Oeste
608,346.91,Sur
609,720.34,Centro
610,392.23,Norte
611,583.46,Sur
612,481.88,Oeste
613,585.17,Sur
614,638.46,Este
615,379.15,Centro
616,294.19,Norte
617,454.19,Norte
618,336.83,Centro
619,478.71,Este
620,425.6,Norte
621,573.42,Sur
622,820.68,Este
623,539.22,Oeste
624,619.62,Centro
625,661.52,Centro
626,346.39,Oeste
627,573.37,Sur
628,665.29,Norte
629,520.41,Norte
630,354.76,Este
631,464.32,Este
632,405.57,Norte
633,593.95,Norte
634,497.99,Oeste
635,366.33,Este
636,367.14,Centro
637,71.26,Este
638,279.97,Sur
639,302.5,Oeste
640,407.01,Norte
641,311.32,Centro
642,281.08,Norte
643,497.95,Oeste
644,437.46,Centro
645,467.59,Sur
646,480.71,Oeste
647,662.16,Norte
648,564.76,Sur
649,308.53,Oeste
650,543.25,Norte
651,540.46,Norte
652,661.71,Oeste
653,562.72,Sur
654,463.52,Centro
655,731.52,Norte
656,133.35,Oeste
657,438.58,Sur
658,402.71,Este
659,360.27,Norte
660,715.1,Norte
661,441.9,Norte
662,467.57,Norte
663,618.28,Norte
664,398.3,Este
665,248.39,Oeste
666,667.32,Centro
667,548.96,Norte
668,526.72,Este
669,539.15,Sur
670,615.89,Sur
671,262.96,Centro
672,335.58,Norte
673,417.48,Oeste
674,592.59,Centro
675,938.14,Oeste
676,882.68,Centro
677,483.87,Oeste
678,595.75,Centro
679,418.57,Sur
680,396.03,Norte
681,518.93,Norte
682,415.02,Sur
683,500.48,Oeste
684,540.15,Sur
685,307.05,Norte
686,480.78,Centro
687,722.99,Este
688,738.69,Oeste
689,354.93,Sur
690,640.21,Centro
691,604.66,Sur
692,780.21,Sur
693,367.85,Oeste
694,448.71,Oeste
695,575.26,Oeste
696,440.04,Centro
697,708.12,Norte
698,341.08,Centro
699,573.72,Centro
700,793.24,Sur
701,706.62,Oeste
702,257.37,Centro
703,500.2,Centro
704,658.42,Centro
705,513.65,Sur
706,598.12,Norte
707,515.51,Sur
708,357.4,Centro
709,619.21,Oeste
710,384.05,Centro
711,423.95,Norte
712,328.03,Este
713,444.67,Norte
714,273.77,Sur
715,266.06,Centro
716,771.81,Norte
717,268.97,Oeste
718,546.25,Centro
719,655.27,Oeste
720,663.7,Oeste
721,459.85,Este
722,410.03,Centro
723,729.82,Norte
724,522.74,Norte
725,388.02,Este
726,521.9,Norte
727,531.8,Oeste
728,408.44,Oeste
729,374.07,Norte
730,374.3,Centro
731,404.06,Centro
732,525.74,Norte
733,459.33,Oeste
734,256.31,Centro
735,482.42,Sur
736,508.32,Este
737,681.92,Este
738,528.01,Norte
739,298.74,Sur
740,523.13,Oeste
741,465.51,Sur
742,307.46,Este
743,510.94,Sur
744,200.46,Oeste
745,601.46,Centro
746,683.46,Norte
747,724.06,Este
748,438.58,Norte
749,395.51,Norte
750,716.65,Este
751,404.14,Norte
752,284.03,Oeste
753,244.21,Centro
754,428.69,Este
755,601.98,Sur
756,491.36,Sur
757,668.12,Este
758,837.69,Oeste
759,491.97,Sur
760,568.09,Norte
761,431.42,Oeste
762,385.99,Oeste
763,308.36,Norte
764,459.54,Sur
765,429.8,Oeste
766,722.33,Centro
767,470.49,Oeste
768,559.14,Centro
769,346.85,Norte
770,400.31,Sur
771,549.06,Centro
772,646.93,Norte
773,488.42,Sur
774,433.79,Centro
775,468.51,Centro
776,442.07,Norte
777,656.14,Sur
778,883.78,Centro
779,430.7,Centro
780,475.93,Norte
781,319.55,Sur
782,359.37,Norte
783,664.95,Norte
784,477.95,Norte
785,522.19,Norte
786,624.64,Centro
787,402.36,Centro
788,489.23,Oeste
789,555.21,Norte
790,612.5,Sur
791,879.7,Oeste
792,530.53,Sur
793,461.76,Norte
794,623.39,Sur
795,549.5,Sur
796,408.86,Centro
797,303.24,Oeste
798,559.24,Centro
799,208.86,Oeste
800,644.69,Sur
801,401.24,Oeste
802,258.05,Oeste
803,449.74,Centro
804,334.37,Centro
805,214.5,Sur
806,517.39,Norte
807,407.51,Sur
808,543.1,Este
809,549.95,Norte
810,449.05,Oeste
811,619.03,Centro
812,506.92,Este
813,762.77,Norte
814,414.44,Este
815,398.06,Centro
816,389.19,Centro
817,561.41,Sur
818,708.81,Sur
819,711.84,Sur
820,404.68,Oeste
821,360.4,Centro
822,616.46,Sur
823,273.64,Centro
824,800.93,Centro
825,380.09,Este
826,533.3,Oeste
827,177.71,Norte
828,345.21,Oeste
829,649.22,Oeste
830,608.45,Oeste
831,458.05,Oeste
832,709.98,Norte
833,511.26,Sur
834,524.83,Sur
835,347.03,Sur
836,613.31,Este
837,554.23,Norte
838,90.98,Este
839,470.35,Este
840,409.12,Norte
841,448.49,Oeste
842,438.84,Centro
843,563.79,Oeste
844,289.59,Sur
845,613.54,Norte
846,593.35,Norte
847,417.49,Centro
848,444.9,Oeste
849,328.98,Sur
850,509.16,Sur
851,988.28,Este
852,577.17,Este
853,417.74,Oeste
854,637.73,Este
855,458.99,Norte
856,543.21,Norte
857,295.64,Norte
858,385.91,Norte
859,467.96,Este
860,295.84,Norte
861,687.22,Oeste
862,278.6,Sur
863,490.97,Oeste
864,310.05,Centro
865,261.18,Oeste
866,439.03,Oeste
867,638.67,Norte
868,569.05,Este
869,523.17,Sur
870,639.93,Centro
871,540.95,Oeste
872,577.66,Sur
873,632.98,Norte
874,506.89,Norte
875,306.06,Norte
876,437.08,Sur
877,549.77,Oeste
878,594.93,Centro
879,231.18,Este
880,400.36,Oeste
881,341.26,Sur
882,537.2,Sur
883,474.8,Centro
884,473.4,Sur
885,429.65,Centro
886,375.47,Este
887,396.4,Centro
888,413.87,Norte
889,534.1,Sur
890,605.69,Norte
891,641.68,Oeste
892,295.27,Este
893,474.01,Norte
894,479.7,Norte
895,491.46,Este
896,491.83,Oeste
897,583.76,Centro
898,278.71,Oeste
899,368.13,Este
900,600.98,Este
901,686.45,Oeste
902,585.1,Este
903,473.75,Sur
904,457.54,Centro
905,516.98,Norte
906,471.69,Norte
907,538.0,Norte
908,411.08,Oeste
909,360.35,Centro
910,616.4,Oeste
911,400.13,Oeste
912,534.87,Oeste
913,293.0,Norte
914,297.35,Oeste
915,620.88,Oeste
916,629.63,Sur
917,667.94,Norte
918,445.47,Este
919,387.55,Norte
920,553.75,Centro
921,465.64,Este
922,446.71,Sur
923,544.14,Este
924,934.02,Este
925,349.72,Norte
926,722.44,Sur
927,458.43,Sur
928,536.84,Centro
929,764.69,Oeste
930,414.26,Centro
931,576.95,Este
932,726.02,Sur
933,339.36,Este
934,430.56,Centro
935,601.54,Oeste
936,379.78,Este
937,458.11,Sur
938,518.05,Centro
939,514.92,Oeste
940,516.78,Centro
941,531.55,Sur
942,753.04,Oeste
943,576.25,Sur
944,384.28,Oeste
945,628.96,Centro
946,585.99,Sur
947,411.01,Este
948,588.63,Sur
949,480.07,Sur
950,769.05,Sur
951,696.72,Este
952,343.33,Sur
953,468.58,Norte
954,342.08,Oeste
955,493.81,Norte
956,481.6,Este
957,600.79,Oeste
958,447.39,Este
959,439.63,Oeste
960,672.73,Sur
961,571.75,Oeste
962,269.89,Este
963,177.45,Este
964,395.82,Norte
965,390.94,Oeste
966,412.86,Sur
967,644.35,Oeste
968,495.33,Oeste
969,621.16,Centro
970,810.04,Centro
971,611.19,Este
972,385.48,Sur
973,629.79,Este
974,828.79,Centro
975,299.7,Este
976,383.27,Sur
977,588.8,Centro
978,512.02,Norte
979,475.24,Oeste
980,838.89,Norte
981,466.74,Este
982,288.9,Norte
983,193.16,Sur
984,415.63,Oeste
985,690.65,Centro
986,445.79,Norte
987,682.72,Norte
988,269.76,Este
989,686.45,Norte
990,412.67,Oeste
991,312.45,Centro
992,538.84,Sur
993,472.47,Centro
994,287.46,Sur
995,148.49,Norte
996,615.81,Centro
997,463.53,Este
998,363.41,Sur
999,661.65,Sur
1000,736.19,Sur
1001,843.48,Sur
1002,142.71,Centro
1003,509.01,Este
1004,525.59,Este
1005,574.83,Oeste
1006,415.73,Este
1007,249.72,Norte
1008,429.66,Oeste
1009,521.6,Oeste
1010,573.17,Este
1011,536.75,Sur
1012,528.91,Sur
1013,441.61,Oeste
1014,609.16,Este
1015,369.71,Centro
1016,588.34,Oeste
1017,380.73,Este
1018,309.61,Norte
1019,309.72,Oeste
1020,387.2,Sur
1021,399.03,Sur
1022,478.36,Oeste
1023,825.78,Oeste
1024,574.71,Este
1025,686.17,Centro
1026,571.58,Oeste
1027,385.7,Oeste
1028,511.66,Centro
1029,593.61,Oeste
1030,257.01,Norte
1031,590.65,Este
1032,480.83,Sur
1033,813.91,Norte
1034,752.01,Oeste
1035,366.56,Norte
1036,323.46,Este
1037,634.61,Oeste
1038,369.67,Este
1039,809.02,Oeste
1040,187.63,Sur
1041,433.93,Este
1042,613.27,Centro
1043,292.81,Oeste
1044,470.82,Oeste
1045,359.23,Centro
1046,539.04,Oeste
1047,407.16,Norte
1048,292.44,Centro
1049,430.64,Norte
1050,515.35,Sur
1051,476.04,Sur
1052,527.83,Este
1053,258.16,Oeste
1054,393.63,Oeste
1055,414.98,Centro
1056,340.99,Norte
1057,602.33,Norte
1058,720.77,Oeste
1059,253.34,Norte
1060,318.7,Norte
1061,653.34,Este
1062,370.09,Sur
1063,354.73,Oeste
1064,551.94,Norte
1065,568.89,Centro
1066,418.95,Oeste
1067,582.68,Este
1068,793.37,Centro
1069,422.56,Sur
1070,426.95,Sur
1071,274.99,Oeste
1072,477.62,Centro
1073,765.97,Oeste
1074,366.47,Norte
1075,556.43,Norte
1076,526.85,Sur
1077,597.92,Norte
1078,390.49,Oeste
1079,320.29,Oeste
1080,803.63,Oeste
1081,665.4,Oeste
1082,508.98,Norte
1083,670.19,Sur
1084,263.36,Oeste
1085,198.35,Sur
1086,570.13,Centro
1087,370.07,Centro
1088,371.35,Oeste
1089,472.84,Norte
1090,492.46,Norte
1091,467.92,Norte
1092,474.3,Norte
1093,706.28,Este
1094,452.87,Norte
1095,783.87,Este
1096,607.48,Sur
1097,380.39,Este
1098,453.58,Oeste
1099,417.29,Oeste
1100,487.98,Norte
1101,444.44,Este
1102,472.9,Oeste
1103,564.66,Sur
1104,623.75,Centro
1105,376.37,Este
1106,544.82,Oeste
1107,468.85,Norte
1108,250.76,Centro
1109,579.24,Este
1110,636.19,Oeste
1111,309.17,Oeste
1112,331.29,Este
1113,503.93,Centro
1114,570.84,Centro
1115,549.59,Sur
1116,652.94,Sur
1117,659.2,Sur
1118,468.54,Norte
1119,388.23,Oeste
1120,668.0,Sur
1121,628.24,Sur
1122,447.73,Sur
1123,553.64,Sur
1124,256.52,Norte
1125,530.29,Oeste
1126,484.47,Oeste
1127,485.14,Sur
1128,619.28,Norte
1129,336.99,Oeste
1130,588.69,Sur
1131,478.62,Norte
1132,247.68,Oeste
1133,842.98,Oeste
1134,371.13,Norte
1135,488.79,Este
1136,213.69,Sur
1137,850.24,Oeste
1138,358.51,Este
1139,306.57,Oeste
1140,544.33,Oeste
1141,483.43,Centro
1142,571.21,Este
1143,347.66,Centro
1144,490.31,Oeste
1145,423.03,Centro
1146,263.36,Norte
1147,174.76,Este
1148,505.85,Oeste
1149,257.45,Centro
1150,391.97,Este
1151,530.2,Este
1152,541.04,Este
1153,607.44,Oeste
1154,550.57,Norte
1155,598.62,Sur
1156,506.0,Oeste
1157,557.21,Norte
1158,320.69,Este
1159,443.69,Norte
1160,427.15,Sur
1161,255.26,Centro
1162,476.09,Oeste
1163,622.69,Norte
1164,486.04,Sur
1165,486.18,Oeste
1166,454.34,Oeste
1167,362.27,Norte
1168,343.39,Centro
1169,423.04,Sur
1170,470.69,Este
1171,461.13,Norte
1172,448.46,Norte
1173,689.79,Centro
1174,563.46,Sur
1175,527.23,Norte
1176,449.88,Norte
1177,569.85,Norte
1178,671.05,Centro
1179,294.91,Este
1180,497.19,Centro
1181,324.51,Norte
1182,378.74,Sur
1183,596.65,Sur
1184,544.91,Sur
1185,466.71,Este
1186,457.55,Norte
1187,430.48,Centro
1188,724.33,Este
1189,664.42,Sur
1190,475.53,Este
1191,271.51,Este
1192,310.74,Sur
1193,498.7,Sur
1194,602.19,Este
1195,331.28,Este
1196,414.79,Sur
1197,497.7,Norte
1198,536.8,Este
1199,570.85,Oeste
1200,602.81,Norte
1201,425.43,Este
1202,766.54,Sur
1203,542.59,Centro
1204,362.6,Sur
1205,583.07,Centro
1206,452.42,Norte
1207,362.52,Norte
1208,691.48,Norte
1209,465.42,Este
1210,246.21,Norte
1211,665.54,Este
1212,543.72,Oeste
1213,676.78,Este
1214,661.14,Sur
1215,748.35,Oeste
1216,395.07,Oeste
1217,499.31,Sur
1218,357.82,Norte
1219,548.97,Oeste
1220,530.91,Este
1221,582.3,Centro
1222,543.37,Este
1223,746.72,Oeste
1224,217.68,Oeste
1225,787.07,Centro
1226,564.35,Centro
1227,327.91,Centro
1228,458.09,Este
1229,518.93,Centro
1230,738.67,Este
1231,501.21,Sur
1232,686.74,Centro
1233,456.37,Oeste
1234,327.97,Sur
1235,325.33,Sur
1236,459.69,Sur
1237,584.8,Norte
1238,319.88,Norte
1239,806.62,Centro
1240,482.9,Sur
1241,262.2,Centro
1242,306.99,Norte
1243,435.36,Este
1244,411.74,Este
1245,424.71,Oeste
1246,501.33,Oeste
1247,228.61,Oeste
1248,598.98,Este
1249,450.3,Centro
1250,493.03,Este
1251,565.65,Este
1252,449.97,Oeste
1253,821.51,Norte
1254,591.75,Este
1255,445.3,Norte
1256,611.21,Sur
1257,431.28,Sur
1258,617.9,Sur
1259,509.02,Centro
1260,430.06,Norte
1261,568.21,Norte
1262,365.99,Sur
1263,178.96,Norte
1264,511.71,Centro
1265,223.57,Sur
1266,651.4,Este
1267,589.71,Este
1268,716.21,Este
1269,431.06,Este
1270,506.91,Oeste
1271,512.48,Centro
1272,631.37,Centro
1273,403.23,Este
1274,534.18,Norte
1275,394.87,Este
1276,444.4,Sur
1277,734.34,Centro
1278,83.78,Norte
1279,633.98,Centro
1280,218.76,Norte
1281,160.96,Oeste
1282,542.28,Este
1283,521.27,Sur
1284,652.71,Sur
1285,339.07,Centro
1286,529.17,Sur
1287,238.2,Norte
1288,610.42,Norte
1289,660.13,Centro
1290,522.56,Norte
1291,536.01,Sur
1292,633.1,Centro
1293,899.87,Sur
1294,852.72,Centro
1295,534.04,Centro
1296,640.22,Norte
1297,524.03,Oeste
1298,720.33,Centro
1299,489.91,Centro
1300,515.59,Centro
1301,706.54,Oeste
1302,569.54,Norte
1303,562.45,Oeste
1304,436.96,Este
1305,496.95,Oeste
1306,701.76,Este
1307,222.63,Sur
1308,773.18,Norte
1309,575.22,Centro
1310,474.93,Centro
1311,472.12,Este
1312,504.78,Centro
1313,604.73,Centro
1314,328.24,Norte
1315,471.34,Centro
1316,371.65,Norte
1317,413.07,Sur
1318,663.18,Sur
1319,606.01,Sur
1320,370.19,Centro
1321,822.94,Sur
1322,634.42,Norte
1323,544.36,Este
1324,529.11,Centro
1325,527.45,Centro
1326,470.41,Oeste
1327,316.9,Este
1328,663.82,Sur
1329,214.41,Oeste
1330,234.64,Norte
1331,524.46,Oeste
1332,564.61,Sur
1333,471.02,Norte
1334,311.39,Norte
1335,571.21,Este
1336,409.85,Norte
1337,664.03,Sur
1338,372.46,Sur
1339,577.55,Sur
1340,520.85,Oeste
1341,482.01,Sur
1342,329.97,Sur
1343,551.01,Oeste
1344,384.0,Norte
1345,418.53,Este
1346,471.89,Oeste
1347,145.41,Sur
1348,403.09,Centro
1349,553.34,Este
1350,-6.82,Centro
1351,663.29,Norte
1352,541.28,Sur
1353,673.45,Oeste
1354,485.67,Este
1355,378.69,Oeste
1356,378.41,Norte
1357,497.44,Norte
1358,581.4,Norte
